id;marque;matériaux;montant;style;couleur;solde;note;number_reviews;name;cat1;cat2
prod_259;;;34.55;;Multi;False;5.0;1;"Natural Linen Look Decorative Low Profile Indoor/Outdoor Floor Mat with Recycled Rubber Back, Copenhagen, 29.5"" x 17.75"".";Tapis;Tapis_Cuisine
prod_260;;;152.56;À Motifs;Multi;False;0.0;;4.5' x 6.5' Indoor Vinyl Floor Mat Tile Pattern - 4.5' x 6.5';Tapis;Tapis_Cuisine
prod_261;;Polypropylène;37.73;Modern & Contemporary;Gris,Rouge;False;0.0;;Gloria Stripe Design Non-Slip Rubber Back Kitchen and Hallway Rug;Tapis;Tapis_Cuisine
prod_262;;Synthétique;41.46;Bohemian & Eclectic;Taupe;False;0.0;;Yovana Anti-Fatigue Comfort Mat - 20in x 30in x;Tapis;Tapis_Cuisine
prod_264;;Polyester;57.4;Classique,Modern & Contemporary;Multi;False;0.0;;Digital printing Kitchen Mat Cushioned Anti-Fatigue Kitchen Rug, Waterproof Non-Slip PVC Ergonomic Comfort Foam Rug;Tapis;Tapis_Cuisine
prod_265;;;69.84;À Motifs;Multi;True;5.0;1;American Art Decor Decorative Vinyl Floor Mat Mosaic Tile - 2' x 5';Tapis;Tapis_Cuisine
prod_266;Kavka Designs;Polyester;67.5;Bohemian & Eclectic;Violet;False;5.0;1;ECLECTIC BOHEMIAN PATCHWORK MULTI BOHO Kitchen Runner by Kavka Designs;Tapis;Tapis_Cuisine
prod_267;Laural Home;Polyacrylique;45.18;Bohemian & Eclectic,Classique,Nautical & Coastal;Multi;False;5.0;1;"Laural Home Sophisticated Autumn 20"" x 30"" Kitchen Mat - 20"" x 30""";Tapis;Tapis_Cuisine
prod_268;Elrene;;28.7;Ferme;Gris;True;4.5;26;"Farmhouse Living Faux Wood Grain Rustic Anti Fatigue Kitchen Mat - 18""x30""";Tapis;Tapis_Cuisine
prod_269;;Chenille;40.92;Modern & Contemporary;Bleu,Gris,Marron,Noir;False;0.0;;Chenille Absorbent Non-Slip Stripe Pattern Bath Mat Ultra Thick Bath Rugs;Tapis;Tapis_Cuisine
prod_270;;Coton,Polyester;38.69;Classique,French Country,Persian;Beige,Bleu,Gris,Ivoire,Rose;True;4.2;5;57 Grand by Nicole Curtis Vintage Medallion Machine Washable Area Rug;Tapis;Tapis_Sol
prod_271;;Polyester,Recycled Fibers;51.03;Mid-Century Modern,Modern & Contemporary,Scandinavian;Beige,Gris,Ivoire;True;4.7;83;ReaLife Abstract Modern Machine Washable Area Rug;Tapis;Tapis_Sol
prod_273;Paco Home;Polyester;29.89;Modern & Contemporary;Argent,Beige,Crème,Gris,Noir,Rose;True;0.0;;Soft Washable Area Rug with Anti-Slip Backing in solid Colors;Tapis;Tapis_Sol
prod_274;Safavieh;Polyester,Polypropylène;26.5;Bohemian & Eclectic,Détente,Transitoire;Beige,Bleu,Gris,Marron,Noir,Or,Rouge,Vert;True;4.6;303;SAFAVIEH Courtyard Velia Indoor/ Outdoor Waterproof Patio Backyard Rug;Tapis;Tapis_Sol
prod_275;;Coton;47.63;Bohemian & Eclectic,Classique,Traditionnel;Multi;True;4.9;10;Bloom Rugs Caria Washable Non-slip Area Rug;Tapis;Tapis_Sol
prod_276;;Polyester;46.77;Persian;Beige,Bleu,Marron,Orange,Vert,Violet;False;5.0;1;Hauteloom Holi Traditional Machine Washable Vintage Distressed Persian Oriental Area Rug;Tapis;Tapis_Sol
prod_277;Artistic Weavers;Polyester;95.68;Classique,Traditionnel;Bleu,Crème,Gris,Noir,Orange;False;4.6;13;Dorinda Traditional Washable Machine Washable Area Rug;Tapis;Tapis_Sol
prod_278;Safavieh;Polyester;43.8;Traditionnel;Gris,Orange;True;5.0;13;SAFAVIEH Tucson Korneliya Oriental Medallion Machine Washable Rug;Tapis;Tapis_Sol
prod_279;Artistic Weavers;Coton,Polyester;106.31;Classique,Mondial,Transitoire;Blanc,Bleu,Gris;False;5.0;1;Riya Vintage Medallion Machine Washable Area Rug;Tapis;Tapis_Sol
prod_280;Artistic Weavers;Polyester;116.94;Mondial,Traditionnel,Transitoire;Beige,Blanc Cassé,Multi;False;5.0;1;Artistic Weavers Lavadora Transitional Floral Machine Washable Area Rug;Tapis;Tapis_Sol
prod_281;;Polyester;48.79;Modern & Contemporary;Vert;True;4.4;5;My Magic Carpet Machine Washable Rug Cove Green;Tapis;Tapis_Sol
prod_282;Linon;Polyester;29.17;Bohemian & Eclectic,Ferme,Modern & Contemporary;Bleu,Noir,Orange;True;5.0;1;Cayden Machine Washable Geometic Area Rug;Tapis;Tapis_Sol
prod_283;;Coton,Polyester;62.72;Bohemian & Eclectic,Détente,Modern & Contemporary,Transitoire;Bleu,Gris,Noir;False;5.0;1;"GAD - Machine Washable - Marble Transitional Print Area Rug - 5'3"" X 7'6""";Tapis;Tapis_Sol
prod_284;;Polyester,Recycled Fibers;49.43;Bohemian & Eclectic,Classique,Persian;Beige,Ivoire,Ocre;True;4.8;79;ReaLife Vintage Distressed Traditional Area Rug;Tapis;Tapis_Sol
prod_285;Safavieh;Chenille,Coton;38.27;Détente,Ferme,Traditionnel,Transitoire;Beige,Bleu,Marron,Orange,Rose;True;4.5;4;SAFAVIEH Serapi Ivan Shabby Chic Distressed Machine Washable Rug;Tapis;Tapis_Sol
prod_286;;En nylon;46.41;Cabin & Lodge;Marron;False;4.8;41;"Cozy Cabin Bear Canoe Accent Rug 20""x44"" Oval - 1'8"" x 3'8""";Tapis;Tapis_Sol
prod_287;World Rug Gallery;Polyester;112.61;Bohemian & Eclectic,Classique,Mondial;Bleu,Gris,Ivoire,Orange,Rouge;True;5.0;2;World Rug Gallery Transitional Medallion Machine Washable Area Rug;Tapis;Tapis_Sol
prod_288;;Laine;589.53;Transitoire;Noir,Vert;False;0.0;;Hand Tufted Hand Made Wool Transitional Oriental Area Rug Olive Green;Tapis;Tapis_Sol
prod_289;The Rug Collective;Coton;43.58;Classique;Orange;False;0.0;;The Rug Collective Sansa Machine Washable Area Rug;Tapis;Tapis_Sol
prod_290;;Laine;169.56;Fantaisie;Or,Orange;False;0.0;;Hand Tufted Hand Made Wool Tiger Novelty Oriental Area Rug Orange - 3'  x 5';Tapis;Tapis_Sol
prod_291;Linon;Polyester;39.7;Bohemian & Eclectic,Détente,Ferme;Rouge;True;0.0;;Neil Machine Washable Garnet and Ivory Area Rug;Tapis;Tapis_Sol
prod_292;Artistic Weavers;Coton,Polyester;61.66;Classique,Persian,Traditionnel;Bleu,Crème,Gris,Ivoire,Ocre,Rose,Rouge,Violet;True;4.3;4;Markus Persian Medallion Printed Machine Washable Area Rug;Tapis;Tapis_Sol
prod_293;Artistic Weavers;Polyester;66.76;Industriel,Modern & Contemporary,Rustique;Gris,Marron,Taupe;True;5.0;1;Maish Machine Washable Rustic Abstract Area Rug;Tapis;Tapis_Sol
prod_294;;Laine;162.66;Fantaisie;Or,Orange;False;0.0;;Hand Tufted Hand Made Wool Tiger Novelty Oriental Area Rug Teracotta - 3'  x 5';Tapis;Tapis_Sol
prod_295;Artistic Weavers;Polyester;42.94;Classique,Traditionnel;Bleu,Jaune,Vert;True;0.0;;Lukae Machine Washable Vintage Border Area Rug;Tapis;Tapis_Sol
prod_296;;Polyester;56.87;Shag;Blanc,Gris,Rose;False;0.0;;Hauteloom Judy Washable Solid Shag Soft Farmhouse Area Rug;Tapis;Tapis_Sol
prod_297;;Polyester;70.69;Industriel,Mid-Century Modern,Modern & Contemporary;Gris;False;0.0;;Distressed Look Contemporary Rug Machine-Made Oriental Carpet;Tapis;Tapis_Sol
prod_298;Linon;Polyester;36.13;Bohemian & Eclectic,Détente,Nautical & Coastal;Noir,Orange,Rose;False;5.0;2;Leona Machine Washable Geometric Area Rug;Tapis;Tapis_Sol
prod_299;Artistic Weavers;Polyester;48.34;Mondial,Traditionnel,Transitoire;Blanc Cassé,Bleu,Gris;True;0.0;;Artistic Weavers Lavadora Classic Floral Machine Washable Area Rug;Tapis;Tapis_Sol
prod_300;;Polyester;53.1;Bohemian & Eclectic;Multi;True;4.4;8;My Magic Carpet Machine Washable Rug Patchwork Multicolor;Tapis;Tapis_Sol
prod_301;Artistic Weavers;Polyester;49.75;Classique,Traditionnel;Beige,Bleu,Crème,Gris,Marron;True;0.0;;Wolbach Machine Washable Traditional Border Area Rug;Tapis;Tapis_Sol
prod_302;Miranda Haus;En nylon;50.23;Modern & Contemporary,Moroccan;Ivoire;True;0.0;;Miranda Haus Rustic Floral Damask Non-Slip Indoor Area Rug;Tapis;Tapis_Sol
prod_303;;Polyester,Recycled Fibers;58.68;Mid-Century Modern,Modern & Contemporary,Scandinavian;Bleu,Gris;True;4.6;39;ReaLife Eco-friendly Moroccan Area Rug;Tapis;Tapis_Sol
prod_304;;Coton,Polyester;55.81;Bohemian & Eclectic,Classique,Persian;Rouge;False;5.0;1;Bloom Rugs Washable Area Rug - Red/Orange Beige;Tapis;Tapis_Sol
prod_305;Safavieh;Polyester;37.41;Classique,Traditionnel;Noir,Rouge;True;0.0;;SAFAVIEH Easy Care Alide Oriental Machine Washable Rug;Tapis;Tapis_Sol
prod_307;Alexander Home;Coton,Laine;60.58;Ferme,Persian,Shabby Chic;Bleu,Gris,Ivoire,Marron,Taupe;True;4.6;123;Alexander Home Annabelle Farmhouse Hand-hooked Wool Rug;Tapis;Tapis_Artisanal
prod_308;Safavieh;Laine,Laine de Nouvelle-Zélande;31.48;Bohemian & Eclectic,Transitoire;Beige,Bleu,Gris,Or,Orange,Rouge,Violet;True;4.3;1794;"SAFAVIEH Handmade Bohemian Ramona Jute &amp; Wool Area Rug";Tapis;Tapis_Artisanal
prod_309;Safavieh;Laine;42.52;Modern & Contemporary;Bleu,Orange;True;4.7;322;SAFAVIEH Handmade Aspen Alida Boho Medallion Wool Rug;Tapis;Tapis_Artisanal
prod_312;Safavieh;Polypropylène;25.98;Détente,Pays;Argent,Beige,Bleu,Gris,Ivoire,Ocre,Vert;True;4.6;500;SAFAVIEH Handmade Braided Country Casual Lavada Rug;Tapis;Tapis_Artisanal
prod_313;Safavieh;Coton;22.65;Détente,Modern & Contemporary,Transitoire;Beige,Bleu,Gris,Ivoire,Noir;True;4.2;447;SAFAVIEH Handmade Flatweave Montauk Everly Casual Cotton Rug;Tapis;Tapis_Artisanal
prod_314;Silver Orchid;Peau de Mouton,Suède;51.58;Classique,French Country,Glam,Rustique,Shabby Chic,Shag;Bleu,Crème,Gris,Ivoire,Marron,Noir,Ocre,Rose,Rouge,Vert;True;4.6;397;Silver Orchid Nansen Genuine Soft Australian Sheepskin Rug;Tapis;Tapis_Artisanal
prod_315;Safavieh;Coton;31.46;Détente,Transitoire;Bleu,Gris,Ivoire,Noir,Rouge;True;4.0;197;SAFAVIEH Handmade Flatweave Montauk Mariko Casual Cotton Rug;Tapis;Tapis_Artisanal
prod_316;Safavieh;Laine;47.2;Fantaisie,Pays;Violet;True;4.6;239;SAFAVIEH Handmade Novelty Gwladys Floral Wool Rug;Tapis;Tapis_Artisanal
prod_317;Safavieh;Laine;62.61;Détente,Modern & Contemporary;Bleu,Rouge,Vert;False;4.6;196;SAFAVIEH Handmade Himalaya Brittni Modern Wool Rug;Tapis;Tapis_Artisanal
prod_318;Safavieh;Coton;19.98;Bohemian & Eclectic,Détente;Bleu,Jaune,Or,Vert;True;4.5;438;SAFAVIEH Handmade Rag Rug Bookem Casual Stripe Cotton Rug with Fringe;Tapis;Tapis_Artisanal
prod_319;Safavieh;Polyester;31.04;Détente,Pays;Beige,Bleu,Gris,Ivoire,Marron;True;4.6;141;SAFAVIEH Handmade Edelgard Country Border Rug;Tapis;Tapis_Artisanal
prod_320;Safavieh;Coton,Laine;32.31;Détente,Pays;Beige,Gris,Ivoire,Noir,Vert;True;4.6;153;SAFAVIEH Handmade Braided Arja Country Wool Rug;Tapis;Tapis_Artisanal
prod_321;Safavieh;Laine;32.68;Modern & Contemporary,Transitoire;Bleu,Gris,Ivoire;True;4.6;123;SAFAVIEH Handmade Abstract Hela Modern Wool Rug;Tapis;Tapis_Artisanal
prod_322;Safavieh;Laine;36.14;Transitoire;Beige,Bleu,Ivoire,Noir;True;4.8;73;SAFAVIEH Handmade Micro-Loop Doinita Modern Wool Rug;Tapis;Tapis_Artisanal
prod_323;Safavieh;Coton,Laine;32.68;Moroccan,Scandinavian,Transitoire;Beige,Bleu,Gris,Ivoire,Noir,Vert;True;4.7;1120;SAFAVIEH Handmade Natura Annedorte Wool Rug;Tapis;Tapis_Artisanal
prod_324;Safavieh;Laine,Polyester,Viscose;40.21;Bohemian & Eclectic,French Country,Moroccan,Transitoire;Beige,Gris;True;4.7;28;SAFAVIEH Marrakech Moroccan Boho Braided Tassel Area Rug;Tapis;Tapis_Artisanal
prod_325;Safavieh;Coton;28.91;Détente,Transitoire;Ivoire;True;4.5;175;SAFAVIEH Montauk Glyn Handmade Cotton Area Rug;Tapis;Tapis_Artisanal
prod_326;Safavieh;Laine;30.14;Traditionnel,Transitoire;Bleu,Ivoire,Marron,Noir,Orange,Vert;True;4.4;628;SAFAVIEH Handmade Antiquity Izora Traditional Oriental Wool Rug;Tapis;Tapis_Artisanal
prod_327;Safavieh;Laine;31.04;Traditionnel,Transitoire;Vert;True;4.3;246;SAFAVIEH Heritage Carley Hand-tufted Wool Oriental Area Rug;Tapis;Tapis_Artisanal
prod_328;Safavieh;Laine;28.91;Traditionnel,Transitoire;Bleu;True;4.7;538;SAFAVIEH Handmade Antiquity Donie Traditional Oriental Wool Rug;Tapis;Tapis_Artisanal
prod_329;Safavieh;Laine;30.38;Traditionnel,Transitoire;Bleu,Marron;True;4.4;1208;SAFAVIEH Handmade Heritage Cassondra Traditional Oriental Wool Rug;Tapis;Tapis_Artisanal
prod_330;Artistic Weavers;Laine;71.39;Détente,Ferme;Bleu,Crème,Ivoire,Noir,Orange;True;4.5;166;Raeven Handmade Casual Boho Wool Area Rug;Tapis;Tapis_Artisanal
prod_331;Safavieh;Laine;28.21;Modern & Contemporary,Transitoire;Argent,Beige,Bleu,Gris,Ivoire,Marron,Noir,Or,Orange,Rose,Vert,Violet;True;4.1;799;SAFAVIEH Handmade Cambridge Trudie Geometric Wool Rug;Tapis;Tapis_Artisanal
prod_332;Safavieh;Laine;60.76;Du Sud-Ouest;Bleu,Ivoire;True;4.5;10;SAFAVIEH Handmade Kenya Itoko Modern Wool Rug;Tapis;Tapis_Artisanal
prod_333;Safavieh;Laine;67.32;Modern & Contemporary,Transitoire;Bleu,Ivoire;True;4.9;53;SAFAVIEH Handmade Capri Sigrun Contemporary Wool Rug;Tapis;Tapis_Artisanal
prod_334;Safavieh;Laine;32.68;Détente,Modern & Contemporary;Argent,Bleu,Gris,Ivoire,Noir;True;4.3;162;SAFAVIEH Handmade Himalaya Shira Modern Wool Rug;Tapis;Tapis_Artisanal
prod_335;Safavieh;Laine;32.07;Traditionnel,Transitoire;Bleu,Marron;True;4.5;1815;SAFAVIEH Handmade Heritage Loren Traditional Oriental Wool Rug;Tapis;Tapis_Artisanal
prod_336;Safavieh;Laine;37.86;Modern & Contemporary;Beige,Bleu,Gris,Ivoire,Noir,Rose;True;4.7;31;SAFAVIEH Handmade Metro Annarosa French Country Wool Rug;Tapis;Tapis_Artisanal
prod_337;Safavieh;Polyester,Polypropylène;29.76;Détente,Transitoire;Marron,Noir,Ocre,Orange,Vert;True;4.5;1044;SAFAVIEH Courtyard Arlyne Boho Indoor/ Outdoor Waterproof Patio Backyard Rug;Tapis;Tapis_Artisanal
prod_338;Safavieh;Coton,En cuir;28.49;Modern & Contemporary,Shag;Beige,Blanc,Gris,Marron,Noir,Or,Orange,Rouge;True;4.0;298;SAFAVIEH Handmade Alois Leather Shag Modern Rug;Tapis;Tapis_Artisanal
prod_339;Safavieh;Jute;51.03;Détente,Traditionnel;Beige,Bleu,Noir,Vert;True;4.5;158;SAFAVIEH Handmade Natural Fiber Hijiri Boho Jute Rug;Tapis;Tapis_Artisanal
prod_340;Nourison;Acrylique,Polyacrylique,Polyester,Synthétique;27.51;Détente,Ferme,French Country,Modern & Contemporary,Nautical & Coastal;Bleu,Ivoire,Marron,Multi,Rouge,Vert;True;4.3;2259;Nourison Fantasy Floral Wildflowers Area Rug;Tapis;Tapis_Artisanal
prod_341;Safavieh;Laine;34.55;Bohemian & Eclectic,Modern & Contemporary;Argent,Bleu,Gris,Multi,Vert,Violet;False;4.5;180;SAFAVIEH Handmade Ikat Jaycie Wool Rug;Tapis;Tapis_Artisanal
prod_345;Paco Home;Polypropylène;31.09;Modern & Contemporary;Bleu,Crème,Gris,Marron,Noir,Vert;True;4.5;25;Solid Outdoor Rug Waterproof for Patio in different plain colors;Tapis;Tapis_Sol
prod_349;Safavieh;Coton;22.32;Détente,Transitoire;Beige,Bleu,Gris,Noir,Vert;True;4.3;391;SAFAVIEH Handmade Flatweave Montauk Minoo Casual Cotton Rug;Tapis;Tapis_Sol
prod_350;Safavieh;Coton;33.09;Détente,Modern & Contemporary,Nautical & Coastal,Transitoire;Bleu,Gris,Or,Rose,Rouge,Vert,Violet;True;4.6;99;SAFAVIEH Montauk Chayah Handmade Flatweave Casual Fringed Cotton Rug;Tapis;Tapis_Sol
prod_351;Safavieh;Coton;38.73;Détente,Modern & Contemporary,Nautical & Coastal,Transitoire;Beige,Bleu,Gris,Marron,Noir,Rose,Vert;True;4.3;93;SAFAVIEH Handmade Flatweave Montauk Liesbeth Casual Cotton Rug;Tapis;Tapis_Sol
prod_352;;Chenille,Coton;43.57;Bohemian & Eclectic,Classique,Persian;Bleu,Orange,Rouge;True;5.0;2;57 Grand by Nicole Curtis Machine Washable Vintage Persian Floral Area Rug;Tapis;Tapis_Sol
prod_353;Dream Decor Rugs;Polypropylène,Synthétique;33.08;Détente,Transitoire,Tropical;Bleu,Ivoire,Orange;True;4.8;171;Samantha Bal Harbor Indoor/ Outdoor Area Rug;Tapis;Tapis_Sol
prod_354;Artistic Weavers;Synthétique;61.66;Ferme,Modern & Contemporary,Mondial;Beige,Blanc,Blanc Cassé,Bleu,Crème,Gris,Noir;False;0.0;;Kenji Modern Outdoor Area Rug;Tapis;Tapis_Sol
prod_355;Safavieh;Coton,Laine;71.86;Détente,Transitoire;Gris,Ivoire;True;4.8;5;SAFAVIEH Handmade Kilim Sneh-Lata Flatweave Wool Rug;Tapis;Tapis_Sol
prod_356;Artistic Weavers;Coton,Polyester;39.97;Bohemian & Eclectic,Classique,Persian;Beige,Bleu,Crème,Ivoire,Orange,Vert;True;4.6;36;Betsy Handmade Persian Floral Cotton Area Rug;Tapis;Tapis_Sol
prod_357;LAUREN Ralph Lauren;Polyester;181.29;Détente,Nautical & Coastal;Bleu,Rouge,Vert;True;4.0;3;"Lauren Ralph Lauren  Hanover Stripe Nautical &amp; Coastal Polyester Rug";Tapis;Tapis_Sol
prod_358;Safavieh;Jute;41.67;Détente,Transitoire;Bleu,Gris,Ivoire,Noir;True;5.0;4;SAFAVIEH Flatweave Kilim Manorama Jute Rug;Tapis;Tapis_Sol
prod_359;;Polyester;67.32;Traditionnel;Bleu,Rouge;True;4.7;19;My Magic Carpet Machine Washable Rug Ramage Indigo;Tapis;Tapis_Sol
prod_360;Safavieh;Fibre Naturelle,Jute;39.54;Détente,Transitoire;Beige,Ivoire;True;3.8;4;SAFAVIEH Natural Fiber Cettina Stripe Jute Rug;Tapis;Tapis_Sol
prod_361;Safavieh;Polyester;59.53;Classique,Transitoire;Or,Vert;True;0.0;;SAFAVIEH Bayside Ardi Shabby Chic Rug;Tapis;Tapis_Sol
prod_362;;Polyester;55.58;Traditionnel;Marron,Rouge;True;5.0;5;My Magic Carpet Machine Washable Rug Ramage Maroon;Tapis;Tapis_Sol
prod_363;Artistic Weavers;Coton,Jute;69.63;Détente,Pays,Transitoire;Beige,Gris,Vert;False;5.0;1;Daraki Handmade Cottage Striped Jute Blend Area Rug;Tapis;Tapis_Sol
prod_364;Rugs2Go;Polypropylène;83.45;Classique;Multi;False;0.0;;Notre-Dame;Tapis;Tapis_Sol
prod_365;;Jute;62.08;Cabin & Lodge,Détente,Ferme;Beige,Marron,Ocre;True;0.0;;Penelopea Handmade Chunky Jute Area Rug;Tapis;Tapis_Sol
prod_366;Safavieh;Coton,Polyester;37.5;Détente,Transitoire;Bleu;True;4.0;6;SAFAVIEH Handmade Montauk Casual Geometric Cotton Rug;Tapis;Tapis_Sol
prod_367;Safavieh;Polyester;74.41;Classique,Transitoire;Beige,Ivoire;False;0.0;;SAFAVIEH Bayside Nasima Modern Abstract Rug;Tapis;Tapis_Sol
prod_369;Artistic Weavers;Jute;47.83;Bohemian & Eclectic,Modern & Contemporary;Beige,Marron,Ocre;False;0.0;;Chifa Handmade Solid Chevron Jute Area Rug;Tapis;Tapis_Sol
prod_370;Dream Decor Rugs;Polypropylène,Synthétique;36.41;Détente,Modern & Contemporary,Transitoire;Bleu,Gris,Ivoire,Taupe,Vert;True;4.6;31;Pergola Bower Stripe Indoor/ Outdoor Area Rug;Tapis;Tapis_Sol
prod_371;;Coton,Laine,Polyester;107.98;Modern & Contemporary,Mondial,Rustique;Crème,Gris,Noir;True;0.0;;Roslin Handmade Bohemian Striped Wool Blend Area Rug;Tapis;Tapis_Sol
prod_372;;Coton;35.07;Détente,Modern & Contemporary;Bleu;False;4.8;18;Blue Geo Complex Cotton Rug;Tapis;Tapis_Sol
prod_373;Safavieh;Laine;105.77;Traditionnel;Bleu,Gris,Marron,Orange,Vert;False;4.5;23;SAFAVIEH Couture Handmade Sumak Flatweave Johanne Traditional Oriental Wool Rug;Tapis;Tapis_Sol
prod_374;Safavieh;Polyester;46.35;Classique,Transitoire;Bleu,Gris,Rouge;True;0.0;;SAFAVIEH Bayside Jeannet Oriental Rug;Tapis;Tapis_Sol
prod_375;;Polyester;68.04;Ferme,Traditionnel;Gris;True;4.5;4;My Magic Carpet Machine Washable Medallion Accent Rug;Tapis;Tapis_Sol
prod_376;Unique Loom;En cuir;134.48;Cabin & Lodge;Gris;False;5.0;1;Grey/ Black Leather Chindi Rug;Tapis;Tapis_Sol
prod_377;Safavieh;Jute;43.8;Détente,Transitoire;Beige,Bleu;True;4.0;4;SAFAVIEH Flatweave Kilim Reneta Jute Rug;Tapis;Tapis_Sol
prod_378;Safavieh;Polyester,Polypropylène;27.51;Détente,Modern & Contemporary,Transitoire;Bleu,Gris,Ivoire;True;4.6;453;SAFAVIEH Amelia Modern Abstract Rug;Tapis;Tapis_Extérieur
prod_379;Safavieh;Polyester,Polypropylène;20.73;Détente,Transitoire;Beige,Blanc Cassé,Bleu,Marron,Noir,Or,Orange,Rouge,Vert;True;4.3;5818;SAFAVIEH Courtyard Kailani Indoor/ Outdoor Waterproof Patio Backyard Rug;Tapis;Tapis_Extérieur
prod_380;Safavieh;Polypropylène;26.36;Détente,Modern & Contemporary,Transitoire;Beige,Bleu,Gris,Ivoire,Marron,Noir,Orange;True;4.6;4814;SAFAVIEH Amsterdam Bridget Moroccan Boho Rug;Tapis;Tapis_Extérieur
prod_384;Artistic Weavers;Polypropylène;109.65;Persian,Traditionnel;Beige,Bleu,Ivoire,Orange,Vert;True;4.6;159;Artistic Weavers Dellie Indoor/ Outdoor Traditional Medallion Area Rug;Tapis;Tapis_Extérieur
prod_385;LAUREN Ralph Lauren;Laine,Viscose;180.73;Détente,Modern & Contemporary,Shag,Transitoire,Tropical;Argent,Bleu,Noir;False;5.0;23;Lauren Ralph Lauren Handmade Tamworth Check Wool Rug;Tapis;Tapis_Extérieur
prod_386;Safavieh;Polyester,Polypropylène;24.66;Bohemian & Eclectic,Détente,Transitoire;Beige,Bleu,Gris,Ivoire,Marron,Noir,Or,Orange,Rose,Vert,Violet;True;4.6;799;SAFAVIEH Courtyard Fran Mandala Indoor/ Outdoor Waterproof Patio Backyard Rug;Tapis;Tapis_Extérieur
prod_387;Safavieh;Polyester,Polypropylène;24.23;Détente,Transitoire;Beige,Bleu,Gris,Noir,Rose,Rouge;True;4.5;489;SAFAVIEH Courtyard Janyce Indoor/ Outdoor Waterproof Patio Backyard Rug;Tapis;Tapis_Extérieur
prod_388;Safavieh;Polyester,Polypropylène;24.23;Détente,Transitoire;Beige,Bleu,Marron,Noir,Orange,Vert;True;4.3;854;SAFAVIEH Courtyard Darline Indoor/ Outdoor Waterproof Patio Backyard Rug;Tapis;Tapis_Extérieur
prod_389;Safavieh;Polypropylène;25.51;Détente,Transitoire;Beige,Bleu,Orange;True;4.3;82;SAFAVIEH Beach House Adina Indoor/ Outdoor Waterproof Patio Backyard Rug;Tapis;Tapis_Extérieur
prod_390;Safavieh;Polyester,Polypropylène;21.92;Détente,Transitoire;Beige,Bleu,Crème,Gris,Marron,Noir,Orange;True;4.4;1089;SAFAVIEH Courtyard Judi Indoor/ Outdoor Patio Backyard Rug;Tapis;Tapis_Extérieur
prod_391;Safavieh;Laine;49.49;Bohemian & Eclectic,Détente,Modern & Contemporary,Transitoire;Bleu,Rose;True;4.6;21;SAFAVIEH Handmade Aspen Elin Boho Tribal Wool Rug;Tapis;Tapis_Extérieur
prod_392;Safavieh;Polyester,Polypropylène;25.51;Détente,Transitoire;Bleu,Gris,Multi,Noir,Orange;True;4.5;559;SAFAVIEH Courtyard Ginger Indoor/ Outdoor Patio Backyard Rug;Tapis;Tapis_Extérieur
prod_393;Safavieh;Coton,Laine;70.16;Bohemian & Eclectic,Détente;Gris,Ivoire,Noir,Vert;True;5.0;3;SAFAVIEH Handmade Aspen Zeinab Boho Wool Rug;Tapis;Tapis_Extérieur
prod_394;;Polypropylène;52.41;Modern & Contemporary;Bleu,Gris,Marron,Noir,Orange,Rouge;True;4.1;37;Paris Lightweight Reversible Recycled Plastic Outdoor Floor Mat/Rug;Tapis;Tapis_Extérieur
prod_395;Safavieh;Polyester;31.64;Bohemian & Eclectic,Modern & Contemporary,Transitoire,Tropical;Ivoire,Orange;True;4.7;69;SAFAVIEH Cabana Elvezia Indoor/ Outdoor Waterproof Patio Floral Rug;Tapis;Tapis_Extérieur
prod_396;Bombay Home;Polypropylène;26.65;Nautical & Coastal;Bleu,Ivoire;True;4.7;121;Ambrosi Sea Turtles Novelty Indoor/ Outdoor Area Rug;Tapis;Tapis_Extérieur
prod_397;JONATHAN Y;Polypropylène;50.89;Bohemian & Eclectic,Classique,Nautical & Coastal,Persian,Traditionnel,Transitoire;Bleu,Crème,Gris,Jaune,Rose,Rouge,Vert;False;4.5;22;JONATHAN  Y Sinjuri Bohemian Textured Weave Floral Indoor/Outdoor Area Rug;Tapis;Tapis_Extérieur
prod_398;Waverly;Chenille,Coton;42.47;Classique,French Country,Transitoire;Beige,Blanc,Blanc Cassé,Bleu,Crème,Gris,Ivoire,Marron;True;4.7;6;Waverly Machine Washable Botanical Damask Area Rug;Tapis;Tapis_Extérieur
prod_399;Alise Rugs;Polypropylène;25.3;Détente,Mondial,Nautical & Coastal;Bleu,Gris,Noir,Or;True;4.5;102;Exo Coastal Striped Border Indoor/ Outdoor Area Rug;Tapis;Tapis_Extérieur
prod_400;World Rug Gallery;Polypropylène;33.17;Modern & Contemporary,Mondial,Transitoire;Beige,Bleu,Gris,Ivoire,Multi,Orange;True;4.8;61;World Rug Gallery Tropical Floral Indoor/Outdoor Area Rug;Tapis;Tapis_Extérieur
prod_401;Safavieh;Polyester,Polypropylène;25.69;Détente,Modern & Contemporary,Transitoire;Bleu,Gris,Ivoire,Or;True;4.3;16;SAFAVIEH Amelia Cindie Modern Moroccan Distressed Rug;Tapis;Tapis_Extérieur
prod_402;;Polypropylène;30.82;Modern & Contemporary;Vert;False;3.5;86;Sweethome Meadowland Collection Indoor/Outdoor Artificial Grass Rug, (4' x 7') (2' x 5');Tapis;Tapis_Extérieur
